"CodigocompletoDane","MPIO","ano","poblacion","codigoanodane","cienmilhabitantes"
"68385000","Landázuri","2013",15335,"201368385000",0.015335
"68397000","La Paz","2013",5244,"201368397000",0.005244
"68406000","Lebríja","2013",36926,"201368406000",0.036926
"68418000","Los Santos","2013",11946,"201368418000",0.011946
"68425000","Macaravita","2013",2437,"201368425000",0.002437
"68432000","Málaga","2013",18455,"201368432000",0.018455
"68444000","Matanza","2013",5413,"201368444000",0.005413
"68464000","Mogotes","2013",10901,"201368464000",0.010901
"68468000","Molagavita","2013",5292,"201368468000",0.005292
"68498000","Ocamonte","2013",4810,"201368498000",0.00481
"68500000","Oiba","2013",11573,"201368500000",0.011573
"68502000","Onzaga","2013",5176,"201368502000",0.005176
"68522000","Palmar","2013",3229,"201368522000",0.003229
"68524000","Palmas del Socorro","2013",2285,"201368524000",0.002285
"68533000","Páramo","2013",4028,"201368533000",0.004028
"68547000","Piedecuesta","2013",142448,"201368547000",0.142448
"68549000","Pinchote","2013",5033,"201368549000",0.005033
"68572000","Puente Nacional","2013",12860,"201368572000",0.01286
"68573000","Puerto Parra","2013",7317,"201368573000",0.007317
"68575000","Puerto Wilches","2013",31507,"201368575000",0.031507
"68615000","Rionegro","2013",27551,"201368615000",0.027551
"68655000","Sabana de Torres","2013",18944,"201368655000",0.018944
"68669000","San Andrés","2013",8774,"201368669000",0.008774
"68673000","San Benito","2013",3962,"201368673000",0.003962
"68679000","San Gil","2013",45114,"201368679000",0.045114
"68682000","San Joaquín","2013",2562,"201368682000",0.002562
"68684000","San José de Miranda","2013",4438,"201368684000",0.004438
"68686000","San Miguel","2013",2438,"201368686000",0.002438
"68689000","San Vicente de Chucurí","2013",34378,"201368689000",0.034378
"68705000","Santa Bárbara","2013",2163,"201368705000",0.002163
"68720000","Santa Helena del Opón","2013",4330,"201368720000",0.00433
"68745000","Simacota","2013",7996,"201368745000",0.007996
"68755000","Socorro","2013",30295,"201368755000",0.030295
"68770000","Suaita","2013",10408,"201368770000",0.010408
"68773000","Sucre","2013",8559,"201368773000",0.008559
"68780000","Suratá","2013",3362,"201368780000",0.003362
"68820000","Tona","2013",7001,"201368820000",0.007001
"68855000","Valle de San José","2013",4778,"201368855000",0.004778
"68861000","Vélez","2013",19185,"201368861000",0.019185
"68867000","Vetas","2013",2416,"201368867000",0.002416
"68872000","Villanueva","2013",6082,"201368872000",0.006082
"68895000","Zapatoca","2013",9019,"201368895000",0.009019
"70001000","Sincelejo","2013",267561,"201370001000",0.267561
"70110000","Buenavista","2013",9434,"201370110000",0.009434
"70124000","Caimito","2013",11860,"201370124000",0.01186
"70204000","Coloso","2013",5915,"201370204000",0.005915
"70215000","Corozal","2013",61557,"201370215000",0.061557
"70221000","Coveñas","2013",13060,"201370221000",0.01306
"70230000","Chalán","2013",4322,"201370230000",0.004322
"70233000","El Roble","2013",10312,"201370233000",0.010312
"70235000","Galeras","2013",19556,"201370235000",0.019556
"70265000","Guaranda","2013",16989,"201370265000",0.016989
"70400000","La Unión","2013",10983,"201370400000",0.010983
"70418000","Los Palmitos","2013",19270,"201370418000",0.01927
"70429000","Majagual","2013",32904,"201370429000",0.032904
"70473000","Morroa","2013",14087,"201370473000",0.014087
"70508000","Ovejas","2013",21196,"201370508000",0.021196
"70523000","Palmito","2013",13176,"201370523000",0.013176
"70670000","Sampués","2013",37644,"201370670000",0.037644
"70678000","San Benito Abad","2013",24899,"201370678000",0.024899
"70702000","San Juan de Betulia","2013",12515,"201370702000",0.012515
"70708000","San Marcos","2013",55698,"201370708000",0.055698
"70713000","San Onofre","2013",49372,"201370713000",0.049372
"70717000","San Pedro","2013",16122,"201370717000",0.016122
"70742000","San Luis de Sincé","2013",33039,"201370742000",0.033039
"70771000","Sucre","2013",22366,"201370771000",0.022366
"70820000","Santiago de Tolú","2013",32187,"201370820000",0.032187
"70823000","Tolú Viejo","2013",18903,"201370823000",0.018903
"73001000","Ibagué","2013",542939,"201373001000",0.542939
"73024000","Alpujarra","2013",5034,"201373024000",0.005034
"73026000","Alvarado","2013",8859,"201373026000",0.008859
"73030000","Ambalema","2013",7000,"201373030000",0.007
"73043000","Anzoátegui","2013",18015,"201373043000",0.018015
"73055000","Armero","2013",12179,"201373055000",0.012179
"73067000","Ataco","2013",22371,"201373067000",0.022371
"73124000","Cajamarca","2013",19685,"201373124000",0.019685
"73148000","Carmen de Apicalá","2013",8715,"201373148000",0.008715
"73152000","Casabianca","2013",6738,"201373152000",0.006738
"73168000","Chaparral","2013",47082,"201373168000",0.047082
"73200000","Coello","2013",9592,"201373200000",0.009592
"73217000","Coyaima","2013",28221,"201373217000",0.028221
"73226000","Cunday","2013",9898,"201373226000",0.009898
"73236000","Dolores","2013",8301,"201373236000",0.008301
"73268000","Espinal","2013",76341,"201373268000",0.076341
"73270000","Falan","2013",9232,"201373270000",0.009232
"73275000","Flandes","2013",28903,"201373275000",0.028903
"73283000","Fresno","2013",30500,"201373283000",0.0305
"73319000","Guamo","2013",32877,"201373319000",0.032877
"73347000","Herveo","2013",8312,"201373347000",0.008312
"73349000","Honda","2013",25263,"201373349000",0.025263
"73352000","Icononzo","2013",11148,"201373352000",0.011148
"73408000","Lérida","2013",17966,"201373408000",0.017966
"73411000","Líbano","2013",40822,"201373411000",0.040822
"73443000","Mariquita","2013",33259,"201373443000",0.033259
"73449000","Melgar","2013",35439,"201373449000",0.035439
"73461000","Murillo","2013",5038,"201373461000",0.005038
"73483000","Natagaima","2013",22698,"201373483000",0.022698
"73504000","Ortega","2013",32700,"201373504000",0.0327
"73520000","Palocabildo","2013",9277,"201373520000",0.009277
"73547000","Piedras","2013",5584,"201373547000",0.005584
"73555000","Planadas","2013",29832,"201373555000",0.029832
"73563000","Prado","2013",7968,"201373563000",0.007968
"73585000","Purificación","2013",29012,"201373585000",0.029012
"73616000","Rioblanco","2013",24756,"201373616000",0.024756
"73622000","Roncesvalles","2013",6317,"201373622000",0.006317
"73624000","Rovira","2013",20844,"201373624000",0.020844
"73671000","Saldaña","2013",14586,"201373671000",0.014586
"73675000","San Antonio","2013",14575,"201373675000",0.014575
"73678000","San Luis","2013",19186,"201373678000",0.019186
"73686000","Santa Isabel","2013",6423,"201373686000",0.006423
"73770000","Suárez","2013",4545,"201373770000",0.004545
"73854000","Valle de San Juan","2013",6317,"201373854000",0.006317
"73861000","Venadillo","2013",19437,"201373861000",0.019437
"73870000","Villahermosa","2013",10818,"201373870000",0.010818
"73873000","Villarrica","2013",5599,"201373873000",0.005599
"76001000","Cali","2013",2319655,"201376001000",2.319655
"76020000","Alcalá","2013",20511,"201376020000",0.020511
"76036000","Andalucía","2013",17864,"201376036000",0.017864
"76041000","Ansermanuevo","2013",19766,"201376041000",0.019766
"76054000","Argelia","2013",6481,"201376054000",0.006481
"76100000","Bolívar","2013",13828,"201376100000",0.013828
"76109000","Buenaventura","2013",384402,"201376109000",0.384402
"76111000","Guadalajara de Buga","2013",115613,"201376111000",0.115613
"76113000","Bugalagrande","2013",21264,"201376113000",0.021264
"76122000","Caicedonia","2013",30032,"201376122000",0.030032
"76126000","Calima","2013",15710,"201376126000",0.01571
"76130000","Candelaria","2013",79279,"201376130000",0.079279
"76147000","Cartago","2013",130827,"201376147000",0.130827
"76233000","Dagua","2013",36153,"201376233000",0.036153
"76243000","El Águila","2013",10982,"201376243000",0.010982
"76246000","El Cairo","2013",9847,"201376246000",0.009847
"76248000","El Cerrito","2013",56890,"201376248000",0.05689
"76250000","El Dovio","2013",8698,"201376250000",0.008698
"76275000","Florida","2013",57697,"201376275000",0.057697
"76306000","Ginebra","2013",20661,"201376306000",0.020661
"76318000","Guacarí","2013",33953,"201376318000",0.033953
"76364000","Jamundí","2013",114672,"201376364000",0.114672
"76377000","La Cumbre","2013",11418,"201376377000",0.011418
"76400000","La Unión","2013",36444,"201376400000",0.036444
"76403000","La Victoria","2013",13428,"201376403000",0.013428
"76497000","Obando","2013",14834,"201376497000",0.014834
"76520000","Palmira","2013",300712,"201376520000",0.300712
"76563000","Pradera","2013",53792,"201376563000",0.053792
"76606000","Restrepo","2013",16141,"201376606000",0.016141
"76616000","Riofrío","2013",15192,"201376616000",0.015192
"76622000","Roldanillo","2013",33154,"201376622000",0.033154
"76670000","San Pedro","2013",17635,"201376670000",0.017635
"76736000","Sevilla","2013",45695,"201376736000",0.045695
"76823000","Toro","2013",16274,"201376823000",0.016274
"76828000","Trujillo","2013",18227,"201376828000",0.018227
"76834000","Tuluá","2013",206588,"201376834000",0.206588
"76845000","Ulloa","2013",5526,"201376845000",0.005526
"76863000","Versalles","2013",7410,"201376863000",0.00741
"76869000","Vijes","2013",10747,"201376869000",0.010747
"76890000","Yotoco","2013",16119,"201376890000",0.016119
"76892000","Yumbo","2013",111707,"201376892000",0.111707
"76895000","Zarzal","2013",44338,"201376895000",0.044338
"81001000","Arauca","2013",85994,"201381001000",0.085994
"81065000","Arauquita","2013",40432,"201381065000",0.040432
"81220000","Cravo Norte","2013",3390,"201381220000",0.00339
"81300000","Fortul","2013",24663,"201381300000",0.024663
"81591000","Puerto Rondón","2013",3861,"201381591000",0.003861
"81736000","Saravena","2013",46425,"201381736000",0.046425
"81794000","Tame","2013",51762,"201381794000",0.051762
"85001000","Yopal","2013",133230,"201385001000",0.13323
"85010000","Aguazul","2013",36315,"201385010000",0.036315
"85015000","Chameza","2013",2352,"201385015000",0.002352
"85125000","Hato Corozal","2013",11719,"201385125000",0.011719
"85136000","La Salina","2013",1394,"201385136000",0.001394
"85139000","Maní","2013",11145,"201385139000",0.011145
"85162000","Monterrey","2013",14438,"201385162000",0.014438
"85225000","Nunchía","2013",8738,"201385225000",0.008738
"85230000","Orocué","2013",8207,"201385230000",0.008207
"85250000","Paz de Ariporo","2013",26739,"201385250000",0.026739
"85263000","Pore","2013",7925,"201385263000",0.007925
"85279000","Recetor","2013",3770,"201385279000",0.00377
"85300000","Sabanalarga","2013",3073,"201385300000",0.003073
"85315000","Sácama","2013",1944,"201385315000",0.001944
"85325000","San Luis de Palenque","2013",7682,"201385325000",0.007682
"85400000","Támara","2013",7049,"201385400000",0.007049
"85410000","Tauramena","2013",20830,"201385410000",0.02083
"85430000","Trinidad","2013",14045,"201385430000",0.014045
"85440000","Villanueva","2013",23432,"201385440000",0.023432
"86001000","Mocoa","2013",40579,"201386001000",0.040579
"86219000","Colón","2013",5427,"201386219000",0.005427
"86320000","Orito","2013",50424,"201386320000",0.050424
"86568000","Puerto Asís","2013",58951,"201386568000",0.058951
"86569000","Puerto Caicedo","2013",14484,"201386569000",0.014484
"86571000","Puerto Guzmán","2013",23426,"201386571000",0.023426
"86573000","Leguízamo","2013",15517,"201386573000",0.015517
"86749000","Sibundoy","2013",13963,"201386749000",0.013963
"86755000","San Francisco","2013",7029,"201386755000",0.007029
"86757000","San Miguel","2013",25476,"201386757000",0.025476
"86760000","Santiago","2013",10192,"201386760000",0.010192
"86865000","Valle del Guamuez","2013",50582,"201386865000",0.050582
"86885000","Villagarzón","2013",21004,"201386885000",0.021004
"88001000","San Andrés","2013",70069,"201388001000",0.070069
"88564000","Providencia","2013",5098,"201388564000",0.005098
"91001000","Leticia","2013",40673,"201391001000",0.040673
"91263000","El Encanto (CD)","2013",4752,"201391263000",0.004752
"91405000","La Chorrera (CD)","2013",3769,"201391405000",0.003769
"91407000","La Pedrera (CD)","2013",4711,"201391407000",0.004711
"91430000","La Victoria (CD)","2013",1078,"201391430000",0.001078
"91460000","Miriti - Paraná (CD)","2013",1546,"201391460000",0.001546
"91530000","Puerto Alegría (CD)","2013",1788,"201391530000",0.001788
"91536000","Puerto Arica (CD)","2013",1370,"201391536000",0.00137
"91540000","Puerto Nariño","2013",7925,"201391540000",0.007925
"91669000","Puerto Santander (CD)","2013",2815,"201391669000",0.002815
"91798000","Tarapacá (CD)","2013",4114,"201391798000",0.004114
"94001000","Inírida","2013",19464,"201394001000",0.019464
"94343000","Barranco Minas (CD)","2013",4776,"201394343000",0.004776
"94663000","Mapiripana (CD)","2013",2898,"201394663000",0.002898
"94883000","San Felipe (CD)","2013",1894,"201394883000",0.001894
"94884000","Puerto Colombia (CD)","2013",4538,"201394884000",0.004538
"94885000","La Guadalupe (CD)","2013",326,"201394885000",0.000326
"94886000","Cacahual (CD)","2013",2270,"201394886000",0.00227
"94887000","Pana Pana (CD)","2013",2948,"201394887000",0.002948
"94888000","Morichal (CD)","2013",1089,"201394888000",0.001089
"95001000","San José del Guaviare","2013",62437,"201395001000",0.062437
"95015000","Calamar","2013",9519,"201395015000",0.009519
"95025000","El Retorno","2013",22192,"201395025000",0.022192
"95200000","Miraflores","2013",13786,"201395200000",0.013786
"97001000","Mitú","2013",30962,"201397001000",0.030962
"97161000","Caruru","2013",3317,"201397161000",0.003317
"97511000","Pacoa (CD)","2013",5445,"201397511000",0.005445
"97666000","Taraira","2013",992,"201397666000",0.000992
"97777000","Papunaua (CD)","2013",853,"201397777000",0.000853
"97889000","Yavaraté (CD)","2013",1248,"201397889000",0.001248
"99001000","Puerto Carreño","2013",15258,"201399001000",0.015258
"99524000","La Primavera","2013",14294,"201399524000",0.014294
"99624000","Santa Rosalía","2013",3877,"201399624000",0.003877
"99773000","Cumaribo","2013",35146,"201399773000",0.035146
"5001000","Medellín","2014",2441123,"20145001000",2.441123
"5002000","Abejorral","2014",19382,"20145002000",0.019382
"5004000","Abriaquí","2014",2175,"20145004000",0.002175
"5021000","Alejandría","2014",3502,"20145021000",0.003502
"5030000","Amagá","2014",29339,"20145030000",0.029339
"5031000","Amalfi","2014",21932,"20145031000",0.021932
"5034000","Andes","2014",45417,"20145034000",0.045417
"5036000","Angelópolis","2014",8806,"20145036000",0.008806
"5038000","Angostura","2014",11464,"20145038000",0.011464
"5040000","Anorí","2014",16870,"20145040000",0.01687
"5042000","Santafé de Antioquia","2014",24369,"20145042000",0.024369
"5044000","Anza","2014",7556,"20145044000",0.007556
"5045000","Apartadó","2014",173008,"20145045000",0.173008
"5051000","Arboletes","2014",39113,"20145051000",0.039113
"5055000","Argelia","2014",8837,"20145055000",0.008837
"5059000","Armenia","2014",4297,"20145059000",0.004297
"5079000","Barbosa","2014",49273,"20145079000",0.049273
"5086000","Belmira","2014",6709,"20145086000",0.006709
"5088000","Bello","2014",447146,"20145088000",0.447146
"5091000","Betania","2014",9388,"20145091000",0.009388
"5093000","Betulia","2014",17476,"20145093000",0.017476
"5101000","Ciudad Bolívar","2014",27210,"20145101000",0.02721
"5107000","Briceño","2014",8711,"20145107000",0.008711
"5113000","Buriticá","2014",6653,"20145113000",0.006653
"5120000","Cáceres","2014",36804,"20145120000",0.036804
"5125000","Caicedo","2014",8161,"20145125000",0.008161
"5129000","Caldas","2014",76926,"20145129000",0.076926
"5134000","Campamento","2014",9149,"20145134000",0.009149
"5138000","Cañasgordas","2014",16777,"20145138000",0.016777
"5142000","Caracolí","2014",4616,"20145142000",0.004616
"5145000","Caramanta","2014",5370,"20145145000",0.00537
"5147000","Carepa","2014",54405,"20145147000",0.054405
"5148000","El Carmen de Viboral","2014",46166,"20145148000",0.046166
"5150000","Carolina","2014",3652,"20145150000",0.003652
"5154000","Caucasia","2014",109511,"20145154000",0.109511
"5172000","Chigorodó","2014",74309,"20145172000",0.074309
"5190000","Cisneros","2014",9121,"20145190000",0.009121
"5197000","Cocorná","2014",14981,"20145197000",0.014981
"5206000","Concepción","2014",3567,"20145206000",0.003567
"5209000","Concordia","2014",20747,"20145209000",0.020747
"5212000","Copacabana","2014",69307,"20145212000",0.069307
"5234000","Dabeiba","2014",23472,"20145234000",0.023472
"5237000","Don Matías","2014",21768,"20145237000",0.021768
"5240000","Ebéjico","2014",12522,"20145240000",0.012522
"5250000","El Bagre","2014",49248,"20145250000",0.049248
"5264000","Entrerrios","2014",9807,"20145264000",0.009807
"5266000","Envigado","2014",217296,"20145266000",0.217296
"5282000","Fredonia","2014",21688,"20145282000",0.021688
"5284000","Frontino","2014",16942,"20145284000",0.016942
"5306000","Giraldo","2014",4043,"20145306000",0.004043
"5308000","Girardota","2014",52995,"20145308000",0.052995
"5310000","Gómez Plata","2014",12662,"20145310000",0.012662
"5313000","Granada","2014",9855,"20145313000",0.009855
"5315000","Guadalupe","2014",6294,"20145315000",0.006294
"5318000","Guarne","2014",46951,"20145318000",0.046951
"5321000","Guatapé","2014",5338,"20145321000",0.005338
"5347000","Heliconia","2014",5985,"20145347000",0.005985
"5353000","Hispania","2014",4864,"20145353000",0.004864
"5360000","Itagui","2014",264793,"20145360000",0.264793
"5361000","Ituango","2014",21372,"20145361000",0.021372
"5364000","Jardín","2014",13834,"20145364000",0.013834
"5368000","Jericó","2014",12172,"20145368000",0.012172
"5376000","La Ceja","2014",52089,"20145376000",0.052089
"5380000","La Estrella","2014",61366,"20145380000",0.061366
"5390000","La Pintada","2014",6610,"20145390000",0.00661
"5400000","La Unión","2014",19010,"20145400000",0.01901
"5411000","Liborina","2014",9524,"20145411000",0.009524
"5425000","Maceo","2014",6937,"20145425000",0.006937
"5440000","Marinilla","2014",52559,"20145440000",0.052559
"5467000","Montebello","2014",6324,"20145467000",0.006324
"5475000","Murindó","2014",4492,"20145475000",0.004492
"5480000","Mutatá","2014",20166,"20145480000",0.020166
"5483000","Nariño","2014",17099,"20145483000",0.017099
"5490000","Necoclí","2014",60778,"20145490000",0.060778
"5495000","Nechí","2014",25940,"20145495000",0.02594
"5501000","Olaya","2014",3197,"20145501000",0.003197
"5541000","Peñol","2014",15937,"20145541000",0.015937
"5543000","Peque","2014",10799,"20145543000",0.010799
"5576000","Pueblorrico","2014",7144,"20145576000",0.007144
"5579000","Puerto Berrío","2014",46059,"20145579000",0.046059
"5585000","Puerto Nare","2014",18470,"20145585000",0.01847
"5591000","Puerto Triunfo","2014",19656,"20145591000",0.019656
"5604000","Remedios","2014",28516,"20145604000",0.028516
"5607000","Retiro","2014",18916,"20145607000",0.018916
"5615000","Rionegro","2014",118264,"20145615000",0.118264
"5628000","Sabanalarga","2014",8191,"20145628000",0.008191
"5631000","Sabaneta","2014",51159,"20145631000",0.051159
"5642000","Salgar","2014",17675,"20145642000",0.017675
"5647000","San Andrés de Cuerquía","2014",6336,"20145647000",0.006336
"5649000","San Carlos","2014",16036,"20145649000",0.016036
"5652000","San Francisco","2014",5420,"20145652000",0.00542
"5656000","San Jerónimo","2014",12541,"20145656000",0.012541
"5658000","San José de La Montaña","2014",3306,"20145658000",0.003306
"5659000","San Juan de Urabá","2014",24704,"20145659000",0.024704
"5660000","San Luis","2014",10950,"20145660000",0.01095
"5664000","San Pedro","2014",26130,"20145664000",0.02613
"5665000","San Pedro de Uraba","2014",31037,"20145665000",0.031037
"5667000","San Rafael","2014",13021,"20145667000",0.013021
"5670000","San Roque","2014",16937,"20145670000",0.016937
"5674000","San Vicente","2014",17424,"20145674000",0.017424
"5679000","Santa Bárbara","2014",22243,"20145679000",0.022243
"5686000","Santa Rosa de Osos","2014",35202,"20145686000",0.035202
"5690000","Santo Domingo","2014",10525,"20145690000",0.010525
"5697000","El Santuario","2014",27060,"20145697000",0.02706
"5736000","Segovia","2014",39666,"20145736000",0.039666
"5756000","Sonson","2014",35750,"20145756000",0.03575
"5761000","Sopetrán","2014",14577,"20145761000",0.014577
"5789000","Támesis","2014",14888,"20145789000",0.014888
"5790000","Tarazá","2014",41485,"20145790000",0.041485
"5792000","Tarso","2014",7694,"20145792000",0.007694
"5809000","Titiribí","2014",14295,"20145809000",0.014295
"5819000","Toledo","2014",6297,"20145819000",0.006297
"5837000","Turbo","2014",155173,"20145837000",0.155173
"5842000","Uramita","2014",8246,"20145842000",0.008246
"5847000","Urrao","2014",44046,"20145847000",0.044046
"5854000","Valdivia","2014",21625,"20145854000",0.021625
"5856000","Valparaíso","2014",6192,"20145856000",0.006192
"5858000","Vegachí","2014",9615,"20145858000",0.009615
"5861000","Venecia","2014",13275,"20145861000",0.013275
"5873000","Vigía del Fuerte","2014",5568,"20145873000",0.005568
"5885000","Yalí","2014",8240,"20145885000",0.00824
"5887000","Yarumal","2014",46302,"20145887000",0.046302
"5890000","Yolombó","2014",23555,"20145890000",0.023555
"5893000","Yondó","2014",18239,"20145893000",0.018239
"5895000","Zaragoza","2014",30366,"20145895000",0.030366
"8001000","Barranquilla","2014",1213246,"20148001000",1.213246
"8078000","Baranoa","2014",57251,"20148078000",0.057251
"8137000","Campo de La Cruz","2014",16319,"20148137000",0.016319
"8141000","Candelaria","2014",12448,"20148141000",0.012448
"8296000","Galapa","2014",41543,"20148296000",0.041543
"8372000","Juan de Acosta","2014",16579,"20148372000",0.016579
"8421000","Luruaco","2014",26543,"20148421000",0.026543
"8433000","Malambo","2014",119289,"20148433000",0.119289
"8436000","Manatí","2014",15533,"20148436000",0.015533
"8520000","Palmar de Varela","2014",25190,"20148520000",0.02519
"8549000","Piojó","2014",5128,"20148549000",0.005128
"8558000","Polonuevo","2014",15156,"20148558000",0.015156
"8560000","Ponedera","2014",21912,"20148560000",0.021912
"8573000","Puerto Colombia","2014",27222,"20148573000",0.027222
"8606000","Repelón","2014",25751,"20148606000",0.025751
"8634000","Sabanagrande","2014",31009,"20148634000",0.031009
"8638000","Sabanalarga","2014",97085,"20148638000",0.097085
"8675000","Santa Lucía","2014",11679,"20148675000",0.011679
"8685000","Santo Tomás","2014",25203,"20148685000",0.025203
"8758000","Soledad","2014",598851,"20148758000",0.598851
"8770000","Suan","2014",8858,"20148770000",0.008858
"8832000","Tubará","2014",11016,"20148832000",0.011016
"8849000","Usiacurí","2014",9334,"20148849000",0.009334
"11001000","Bogotá, D.C.","2014",7776845,"201411001000",7.776845
"13001000","Cartagena","2014",990151,"201413001000",0.990151
"13006000","Achí","2014",22666,"201413006000",0.022666
"13030000","Altos del Rosario","2014",13414,"201413030000",0.013414
"13042000","Arenal","2014",18481,"201413042000",0.018481
"13052000","Arjona","2014",71180,"201413052000",0.07118
"13062000","Arroyohondo","2014",9782,"201413062000",0.009782
"13074000","Barranco de Loba","2014",17461,"201413074000",0.017461
"13140000","Calamar","2014",23008,"201413140000",0.023008
"13160000","Cantagallo","2014",9072,"201413160000",0.009072
"13188000","Cicuco","2014",11110,"201413188000",0.01111
"13212000","Córdoba","2014",12475,"201413212000",0.012475
"13222000","Clemencia","2014",12443,"201413222000",0.012443
"13244000","El Carmen de Bolívar","2014",74297,"201413244000",0.074297
"13248000","El Guamo","2014",7763,"201413248000",0.007763
"13268000","El Peñón","2014",9291,"201413268000",0.009291
"13300000","Hatillo de Loba","2014",11907,"201413300000",0.011907
"13430000","Magangué","2014",123618,"201413430000",0.123618
"13433000","Mahates","2014",25464,"201413433000",0.025464
"13440000","Margarita","2014",9792,"201413440000",0.009792
"13442000","María La Baja","2014",47749,"201413442000",0.047749
"13458000","Montecristo","2014",20741,"201413458000",0.020741
"13468000","Mompós","2014",43805,"201413468000",0.043805
"13473000","Morales","2014",20878,"201413473000",0.020878
"13490000","Norosí (1)","2014",5236,"201413490000",0.005236
"13549000","Pinillos","2014",24666,"201413549000",0.024666
"13580000","Regidor","2014",10304,"201413580000",0.010304
"13600000","Río Viejo (1)(3)","2014",17791,"201413600000",0.017791
"13620000","San Cristóbal","2014",6653,"201413620000",0.006653
"13647000","San Estanislao","2014",16149,"201413647000",0.016149
"13650000","San Fernando","2014",13657,"201413650000",0.013657
"13654000","San Jacinto","2014",21519,"201413654000",0.021519
"13655000","San Jacinto del Cauca","2014",13140,"201413655000",0.01314
"13657000","San Juan Nepomuceno","2014",33346,"201413657000",0.033346
"13667000","San Martín de Loba","2014",16920,"201413667000",0.01692
"13670000","San Pablo","2014",32569,"201413670000",0.032569
"13673000","Santa Catalina","2014",13041,"201413673000",0.013041
"13683000","Santa Rosa","2014",22095,"201413683000",0.022095
"13688000","Santa Rosa del Sur","2014",41090,"201413688000",0.04109
"13744000","Simití","2014",19988,"201413744000",0.019988
"13760000","Soplaviento","2014",8423,"201413760000",0.008423
"13780000","Talaigua Nuevo","2014",11318,"201413780000",0.011318
"13810000","Tiquisio","2014",21634,"201413810000",0.021634
"13836000","Turbaco","2014",71173,"201413836000",0.071173
"13838000","Turbaná","2014",14733,"201413838000",0.014733
"13873000","Villanueva","2014",19458,"201413873000",0.019458
"13894000","Zambrano","2014",11525,"201413894000",0.011525
"15001000","Tunja","2014",184820,"201415001000",0.18482
"15022000","Almeida","2014",1802,"201415022000",0.001802
"15047000","Aquitania","2014",15413,"201415047000",0.015413
"15051000","Arcabuco","2014",5237,"201415051000",0.005237
"15087000","Belén","2014",7562,"201415087000",0.007562
"15090000","Berbeo","2014",1930,"201415090000",0.00193
"15092000","Betéitiva","2014",2113,"201415092000",0.002113
"15097000","Boavita","2014",7247,"201415097000",0.007247
"15104000","Boyacá","2014",4522,"201415104000",0.004522
"15106000","Briceño","2014",2606,"201415106000",0.002606
"15109000","Buenavista","2014",5801,"201415109000",0.005801
"15114000","Busbanzá","2014",1127,"201415114000",0.001127
"15131000","Caldas","2014",3679,"201415131000",0.003679
"15135000","Campohermoso","2014",3871,"201415135000",0.003871
"15162000","Cerinza","2014",3827,"201415162000",0.003827
"15172000","Chinavita","2014",3556,"201415172000",0.003556
"15176000","Chiquinquirá","2014",64324,"201415176000",0.064324
"15180000","Chiscas","2014",4402,"201415180000",0.004402
"15183000","Chita","2014",9665,"201415183000",0.009665
"15185000","Chitaraque","2014",5791,"201415185000",0.005791
"15187000","Chivatá","2014",6081,"201415187000",0.006081
"15189000","Ciénega","2014",4813,"201415189000",0.004813
"15204000","Cómbita","2014",14443,"201415204000",0.014443
"15212000","Coper","2014",3723,"201415212000",0.003723
"15215000","Corrales","2014",2305,"201415215000",0.002305
"15218000","Covarachía","2014",2914,"201415218000",0.002914
"15223000","Cubará","2014",6718,"201415223000",0.006718
"15224000","Cucaita","2014",4672,"201415224000",0.004672
"15226000","Cuítiva","2014",1919,"201415226000",0.001919
"15232000","Chíquiza","2014",5545,"201415232000",0.005545
"15236000","Chivor","2014",1841,"201415236000",0.001841
"15238000","Duitama","2014",112243,"201415238000",0.112243
"15244000","El Cocuy","2014",5276,"201415244000",0.005276
"15248000","El Espino","2014",4183,"201415248000",0.004183
"15272000","Firavitoba","2014",5950,"201415272000",0.00595
"15276000","Floresta","2014",4567,"201415276000",0.004567
"15293000","Gachantivá","2014",2702,"201415293000",0.002702
"15296000","Gameza","2014",4939,"201415296000",0.004939
"15299000","Garagoa","2014",16910,"201415299000",0.01691
"15317000","Guacamayas","2014",1737,"201415317000",0.001737
"15322000","Guateque","2014",9677,"201415322000",0.009677
"15325000","Guayatá","2014",5247,"201415325000",0.005247
"15332000","Güicán","2014",7013,"201415332000",0.007013
"15362000","Iza","2014",2325,"201415362000",0.002325
"15367000","Jenesano","2014",7624,"201415367000",0.007624
"15368000","Jericó","2014",4091,"201415368000",0.004091
"15377000","Labranzagrande","2014",5129,"201415377000",0.005129
"15380000","La Capilla","2014",2603,"201415380000",0.002603
"15401000","La Victoria","2014",1674,"201415401000",0.001674
"15403000","La Uvita","2014",2619,"201415403000",0.002619
"15407000","Villa de Leyva","2014",15983,"201415407000",0.015983
"15425000","Macanal","2014",4813,"201415425000",0.004813
"15442000","Maripí","2014",7521,"201415442000",0.007521
"15455000","Miraflores","2014",9765,"201415455000",0.009765
"15464000","Mongua","2014",4774,"201415464000",0.004774
"15466000","Monguí","2014",4988,"201415466000",0.004988
"15469000","Moniquirá","2014",21459,"201415469000",0.021459
"15476000","Motavita","2014",7933,"201415476000",0.007933
"15480000","Muzo","2014",9156,"201415480000",0.009156
"15491000","Nobsa","2014",16179,"201415491000",0.016179
"15494000","Nuevo Colón","2014",6513,"201415494000",0.006513
"15500000","Oicatá","2014",2832,"201415500000",0.002832
"15507000","Otanche","2014",10647,"201415507000",0.010647
