"CodigocompletoDane","MPIO","ano","poblacion","codigoanodane","cienmilhabitantes"
"5088000","Bello","2010",413107,"20105088000",0.413107
"5091000","Betania","2010",9778,"20105091000",0.009778
"5093000","Betulia","2010",17164,"20105093000",0.017164
"5101000","Ciudad Bolívar","2010",27699,"20105101000",0.027699
"5107000","Briceño","2010",8745,"20105107000",0.008745
"5113000","Buriticá","2010",6790,"20105113000",0.00679
"5120000","Cáceres","2010",33043,"20105120000",0.033043
"5125000","Caicedo","2010",7935,"20105125000",0.007935
"5129000","Caldas","2010",73096,"20105129000",0.073096
"5134000","Campamento","2010",9386,"20105134000",0.009386
"5138000","Cañasgordas","2010",16808,"20105138000",0.016808
"5142000","Caracolí","2010",4726,"20105142000",0.004726
"5145000","Caramanta","2010",5441,"20105145000",0.005441
"5147000","Carepa","2010",49132,"20105147000",0.049132
"5148000","El Carmen de Viboral","2010",43825,"20105148000",0.043825
"5150000","Carolina","2010",3802,"20105150000",0.003802
"5154000","Caucasia","2010",99297,"20105154000",0.099297
"5172000","Chigorodó","2010",67103,"20105172000",0.067103
"5190000","Cisneros","2010",9375,"20105190000",0.009375
"5197000","Cocorná","2010",15041,"20105197000",0.015041
"5206000","Concepción","2010",3958,"20105206000",0.003958
"5209000","Concordia","2010",21068,"20105209000",0.021068
"5212000","Copacabana","2010",65773,"20105212000",0.065773
"5234000","Dabeiba","2010",23795,"20105234000",0.023795
"5237000","Don Matías","2010",19908,"20105237000",0.019908
"5240000","Ebéjico","2010",12520,"20105240000",0.01252
"5250000","El Bagre","2010",47875,"20105250000",0.047875
"5264000","Entrerrios","2010",9209,"20105264000",0.009209
"5266000","Envigado","2010",197440,"20105266000",0.19744
"5282000","Fredonia","2010",22169,"20105282000",0.022169
"5284000","Frontino","2010",18244,"20105284000",0.018244
"5306000","Giraldo","2010",4119,"20105306000",0.004119
"5308000","Girardota","2010",48206,"20105308000",0.048206
"5310000","Gómez Plata","2010",12048,"20105310000",0.012048
"5313000","Granada","2010",9824,"20105313000",0.009824
"5315000","Guadalupe","2010",6267,"20105315000",0.006267
"5318000","Guarne","2010",43576,"20105318000",0.043576
"5321000","Guatapé","2010",5566,"20105321000",0.005566
"5347000","Heliconia","2010",6281,"20105347000",0.006281
"5353000","Hispania","2010",4845,"20105353000",0.004845
"5360000","Itagui","2010",252158,"20105360000",0.252158
"5361000","Ituango","2010",22952,"20105361000",0.022952
"5364000","Jardín","2010",14107,"20105364000",0.014107
"5368000","Jericó","2010",12466,"20105368000",0.012466
"5376000","La Ceja","2010",49523,"20105376000",0.049523
"5380000","La Estrella","2010",57437,"20105380000",0.057437
"5390000","La Pintada","2010",6821,"20105390000",0.006821
"5400000","La Unión","2010",18564,"20105400000",0.018564
"5411000","Liborina","2010",9493,"20105411000",0.009493
"5425000","Maceo","2010",7264,"20105425000",0.007264
"5440000","Marinilla","2010",49361,"20105440000",0.049361
"5467000","Montebello","2010",6848,"20105467000",0.006848
"5475000","Murindó","2010",4136,"20105475000",0.004136
"5480000","Mutatá","2010",18436,"20105480000",0.018436
"5483000","Nariño","2010",16379,"20105483000",0.016379
"5490000","Necoclí","2010",54799,"20105490000",0.054799
"5495000","Nechí","2010",23480,"20105495000",0.02348
"5501000","Olaya","2010",3062,"20105501000",0.003062
"5541000","Peñol","2010",16110,"20105541000",0.01611
"5543000","Peque","2010",10273,"20105543000",0.010273
"5576000","Pueblorrico","2010",7653,"20105576000",0.007653
"5579000","Puerto Berrío","2010",42829,"20105579000",0.042829
"5585000","Puerto Nare","2010",17729,"20105585000",0.017729
"5591000","Puerto Triunfo","2010",18114,"20105591000",0.018114
"5604000","Remedios","2010",25861,"20105604000",0.025861
"5607000","Retiro","2010",18081,"20105607000",0.018081
"5615000","Rionegro","2010",110329,"20105615000",0.110329
"5628000","Sabanalarga","2010",8192,"20105628000",0.008192
"5631000","Sabaneta","2010",48264,"20105631000",0.048264
"5642000","Salgar","2010",17927,"20105642000",0.017927
"5647000","San Andrés de Cuerquía","2010",6782,"20105647000",0.006782
"5649000","San Carlos","2010",15918,"20105649000",0.015918
"5652000","San Francisco","2010",5838,"20105652000",0.005838
"5656000","San Jerónimo","2010",12186,"20105656000",0.012186
"5658000","San José de La Montaña","2010",3200,"20105658000",0.0032
"5659000","San Juan de Urabá","2010",22944,"20105659000",0.022944
"5660000","San Luis","2010",10973,"20105660000",0.010973
"5664000","San Pedro","2010",24301,"20105664000",0.024301
"5665000","San Pedro de Uraba","2010",30029,"20105665000",0.030029
"5667000","San Rafael","2010",13239,"20105667000",0.013239
"5670000","San Roque","2010",17486,"20105670000",0.017486
"5674000","San Vicente","2010",18330,"20105674000",0.01833
"5679000","Santa Bárbara","2010",22865,"20105679000",0.022865
"5686000","Santa Rosa de Osos","2010",33380,"20105686000",0.03338
"5690000","Santo Domingo","2010",10991,"20105690000",0.010991
"5697000","El Santuario","2010",26754,"20105697000",0.026754
"5736000","Segovia","2010",37647,"20105736000",0.037647
"5756000","Sonson","2010",37116,"20105756000",0.037116
"5761000","Sopetrán","2010",14067,"20105761000",0.014067
"5789000","Támesis","2010",15553,"20105789000",0.015553
"5790000","Tarazá","2010",37151,"20105790000",0.037151
"5792000","Tarso","2010",7409,"20105792000",0.007409
"5809000","Titiribí","2010",13874,"20105809000",0.013874
"5819000","Toledo","2010",6004,"20105819000",0.006004
"5837000","Turbo","2010",139628,"20105837000",0.139628
"5842000","Uramita","2010",8275,"20105842000",0.008275
"5847000","Urrao","2010",41689,"20105847000",0.041689
"5854000","Valdivia","2010",19557,"20105854000",0.019557
"5856000","Valparaíso","2010",6262,"20105856000",0.006262
"5858000","Vegachí","2010",10331,"20105858000",0.010331
"5861000","Venecia","2010",13349,"20105861000",0.013349
"5873000","Vigía del Fuerte","2010",5530,"20105873000",0.00553
"5885000","Yalí","2010",7972,"20105885000",0.007972
"5887000","Yarumal","2010",44053,"20105887000",0.044053
"5890000","Yolombó","2010",21939,"20105890000",0.021939
"5893000","Yondó","2010",16788,"20105893000",0.016788
"5895000","Zaragoza","2010",28845,"20105895000",0.028845
"8001000","Barranquilla","2010",1186640,"20108001000",1.18664
"8078000","Baranoa","2010",54785,"20108078000",0.054785
"8137000","Campo de La Cruz","2010",17512,"20108137000",0.017512
"8141000","Candelaria","2010",12294,"20108141000",0.012294
"8296000","Galapa","2010",37118,"20108296000",0.037118
"8372000","Juan de Acosta","2010",15673,"20108372000",0.015673
"8421000","Luruaco","2010",25186,"20108421000",0.025186
"8433000","Malambo","2010",111257,"20108433000",0.111257
"8436000","Manatí","2010",14751,"20108436000",0.014751
"8520000","Palmar de Varela","2010",24544,"20108520000",0.024544
"8549000","Piojó","2010",5081,"20108549000",0.005081
"8558000","Polonuevo","2010",14621,"20108558000",0.014621
"8560000","Ponedera","2010",20591,"20108560000",0.020591
"8573000","Puerto Colombia","2010",27557,"20108573000",0.027557
"8606000","Repelón","2010",24427,"20108606000",0.024427
"8634000","Sabanagrande","2010",28421,"20108634000",0.028421
"8638000","Sabanalarga","2010",92542,"20108638000",0.092542
"8675000","Santa Lucía","2010",12052,"20108675000",0.012052
"8685000","Santo Tomás","2010",24636,"20108685000",0.024636
"8758000","Soledad","2010",535417,"20108758000",0.535417
"8770000","Suan","2010",9240,"20108770000",0.00924
"8832000","Tubará","2010",10980,"20108832000",0.01098
"8849000","Usiacurí","2010",9122,"20108849000",0.009122
"11001000","Bogotá, D.C.","2010",7363782,"201011001000",7.363782
"13001000","Cartagena","2010",944250,"201013001000",0.94425
"13006000","Achí","2010",21211,"201013006000",0.021211
"13030000","Altos del Rosario","2010",12425,"201013030000",0.012425
"13042000","Arenal","2010",16994,"201013042000",0.016994
"13052000","Arjona","2010",66089,"201013052000",0.066089
"13062000","Arroyohondo","2010",9301,"201013062000",0.009301
"13074000","Barranco de Loba","2010",16327,"201013074000",0.016327
"13140000","Calamar","2010",21888,"201013140000",0.021888
"13160000","Cantagallo","2010",8477,"201013160000",0.008477
"13188000","Cicuco","2010",11077,"201013188000",0.011077
"13212000","Córdoba","2010",12678,"201013212000",0.012678
"13222000","Clemencia","2010",12059,"201013222000",0.012059
"13244000","El Carmen de Bolívar","2010",71100,"201013244000",0.0711
"13248000","El Guamo","2010",7758,"201013248000",0.007758
"13268000","El Peñón","2010",8552,"201013268000",0.008552
"13300000","Hatillo de Loba","2010",11681,"201013300000",0.011681
"13430000","Magangué","2010",122913,"201013430000",0.122913
"13433000","Mahates","2010",24231,"201013433000",0.024231
"13440000","Margarita","2010",9535,"201013440000",0.009535
"13442000","María La Baja","2010",46477,"201013442000",0.046477
"13458000","Montecristo","2010",18915,"201013458000",0.018915
"13468000","Mompós","2010",42618,"201013468000",0.042618
"13473000","Morales","2010",19718,"201013473000",0.019718
"13490000","Norosí (1)","2010",5357,"201013490000",0.005357
"13549000","Pinillos","2010",23721,"201013549000",0.023721
"13580000","Regidor","2010",9592,"201013580000",0.009592
"13600000","Río Viejo (1)(3)","2010",16708,"201013600000",0.016708
"13620000","San Cristóbal","2010",6598,"201013620000",0.006598
"13647000","San Estanislao","2010",15721,"201013647000",0.015721
"13650000","San Fernando","2010",13305,"201013650000",0.013305
"13654000","San Jacinto","2010",21460,"201013654000",0.02146
"13655000","San Jacinto del Cauca","2010",12075,"201013655000",0.012075
"13657000","San Juan Nepomuceno","2010",32921,"201013657000",0.032921
"13667000","San Martín de Loba","2010",15546,"201013667000",0.015546
"13670000","San Pablo","2010",29893,"201013670000",0.029893
"13673000","Santa Catalina","2010",12546,"201013673000",0.012546
"13683000","Santa Rosa","2010",20241,"201013683000",0.020241
"13688000","Santa Rosa del Sur","2010",37707,"201013688000",0.037707
"13744000","Simití","2010",19073,"201013744000",0.019073
"13760000","Soplaviento","2010",8342,"201013760000",0.008342
"13780000","Talaigua Nuevo","2010",11190,"201013780000",0.01119
"13810000","Tiquisio","2010",20194,"201013810000",0.020194
"13836000","Turbaco","2010",67349,"201013836000",0.067349
"13838000","Turbaná","2010",14141,"201013838000",0.014141
"13873000","Villanueva","2010",18568,"201013873000",0.018568
"13894000","Zambrano","2010",11259,"201013894000",0.011259
"15001000","Tunja","2010",171082,"201015001000",0.171082
"15022000","Almeida","2010",2015,"201015022000",0.002015
"15047000","Aquitania","2010",16019,"201015047000",0.016019
"15051000","Arcabuco","2010",5222,"201015051000",0.005222
"15087000","Belén","2010",8197,"201015087000",0.008197
"15090000","Berbeo","2010",1922,"201015090000",0.001922
"15092000","Betéitiva","2010",2282,"201015092000",0.002282
"15097000","Boavita","2010",7920,"201015097000",0.00792
"15104000","Boyacá","2010",4776,"201015104000",0.004776
"15106000","Briceño","2010",2678,"201015106000",0.002678
"15109000","Buenavista","2010",5844,"201015109000",0.005844
"15114000","Busbanzá","2010",1004,"201015114000",0.001004
"15131000","Caldas","2010",3857,"201015131000",0.003857
"15135000","Campohermoso","2010",3963,"201015135000",0.003963
"15162000","Cerinza","2010",4052,"201015162000",0.004052
"15172000","Chinavita","2010",3652,"201015172000",0.003652
"15176000","Chiquinquirá","2010",60586,"201015176000",0.060586
"15180000","Chiscas","2010",4825,"201015180000",0.004825
"15183000","Chita","2010",10179,"201015183000",0.010179
"15185000","Chitaraque","2010",6188,"201015185000",0.006188
"15187000","Chivatá","2010",5608,"201015187000",0.005608
"15189000","Ciénega","2010",5026,"201015189000",0.005026
"15204000","Cómbita","2010",13763,"201015204000",0.013763
"15212000","Coper","2010",3935,"201015212000",0.003935
"15215000","Corrales","2010",2409,"201015215000",0.002409
"15218000","Covarachía","2010",3084,"201015218000",0.003084
"15223000","Cubará","2010",6682,"201015223000",0.006682
"15224000","Cucaita","2010",4643,"201015224000",0.004643
"15226000","Cuítiva","2010",1966,"201015226000",0.001966
"15232000","Chíquiza","2010",5781,"201015232000",0.005781
"15236000","Chivor","2010",2006,"201015236000",0.002006
"15238000","Duitama","2010",110418,"201015238000",0.110418
"15244000","El Cocuy","2010",5415,"201015244000",0.005415
"15248000","El Espino","2010",4117,"201015248000",0.004117
"15272000","Firavitoba","2010",6119,"201015272000",0.006119
"15276000","Floresta","2010",4724,"201015276000",0.004724
"15293000","Gachantivá","2010",2878,"201015293000",0.002878
"15296000","Gameza","2010",5265,"201015296000",0.005265
"15299000","Garagoa","2010",16779,"201015299000",0.016779
"15317000","Guacamayas","2010",1909,"201015317000",0.001909
"15322000","Guateque","2010",9915,"201015322000",0.009915
"15325000","Guayatá","2010",5741,"201015325000",0.005741
"15332000","Güicán","2010",7416,"201015332000",0.007416
"15362000","Iza","2010",2230,"201015362000",0.00223
"15367000","Jenesano","2010",7557,"201015367000",0.007557
"15368000","Jericó","2010",4369,"201015368000",0.004369
"15377000","Labranzagrande","2010",5237,"201015377000",0.005237
"15380000","La Capilla","2010",2837,"201015380000",0.002837
"15401000","La Victoria","2010",1674,"201015401000",0.001674
"15403000","La Uvita","2010",3037,"201015403000",0.003037
"15407000","Villa de Leyva","2010",14125,"201015407000",0.014125
"15425000","Macanal","2010",4774,"201015425000",0.004774
"15442000","Maripí","2010",7703,"201015442000",0.007703
"15455000","Miraflores","2010",9734,"201015455000",0.009734
"15464000","Mongua","2010",4994,"201015464000",0.004994
"15466000","Monguí","2010",4993,"201015466000",0.004993
"15469000","Moniquirá","2010",21669,"201015469000",0.021669
"15476000","Motavita","2010",7409,"201015476000",0.007409
"15480000","Muzo","2010",9668,"201015480000",0.009668
"15491000","Nobsa","2010",15791,"201015491000",0.015791
"15494000","Nuevo Colón","2010",6343,"201015494000",0.006343
"15500000","Oicatá","2010",2834,"201015500000",0.002834
"15507000","Otanche","2010",10581,"201015507000",0.010581
"15511000","Pachavita","2010",2803,"201015511000",0.002803
"15514000","Páez","2010",3148,"201015514000",0.003148
"15516000","Paipa","2010",29318,"201015516000",0.029318
"15518000","Pajarito","2010",2041,"201015518000",0.002041
"15522000","Panqueba","2010",1661,"201015522000",0.001661
"15531000","Pauna","2010",10616,"201015531000",0.010616
"15533000","Paya","2010",2607,"201015533000",0.002607
"15537000","Paz de Río","2010",4976,"201015537000",0.004976
"15542000","Pesca","2010",8886,"201015542000",0.008886
"15550000","Pisba","2010",1432,"201015550000",0.001432
"15572000","Puerto Boyacá","2010",52992,"201015572000",0.052992
"15580000","Quípama","2010",8362,"201015580000",0.008362
"15599000","Ramiriquí","2010",10423,"201015599000",0.010423
"15600000","Ráquira","2010",13093,"201015600000",0.013093
"15621000","Rondón","2010",2916,"201015621000",0.002916
"15632000","Saboyá","2010",12689,"201015632000",0.012689
"15638000","Sáchica","2010",3835,"201015638000",0.003835
"15646000","Samacá","2010",18800,"201015646000",0.0188
"15660000","San Eduardo","2010",1906,"201015660000",0.001906
"15664000","San José de Pare","2010",5500,"201015664000",0.0055
"15667000","San Luis de Gaceno","2010",5735,"201015667000",0.005735
"15673000","San Mateo","2010",4209,"201015673000",0.004209
"15676000","San Miguel de Sema","2010",4589,"201015676000",0.004589
"15681000","San Pablo de Borbur","2010",10749,"201015681000",0.010749
"15686000","Santana","2010",7783,"201015686000",0.007783
"15690000","Santa María","2010",4305,"201015690000",0.004305
"15693000","Santa Rosa de Viterbo","2010",13380,"201015693000",0.01338
"15696000","Santa Sofía","2010",2909,"201015696000",0.002909
"15720000","Sativanorte","2010",2557,"201015720000",0.002557
"15723000","Sativasur","2010",1230,"201015723000",0.00123
"15740000","Siachoque","2010",8937,"201015740000",0.008937
"15753000","Soatá","2010",8241,"201015753000",0.008241
"15755000","Socotá","2010",9187,"201015755000",0.009187
"15757000","Socha","2010",7384,"201015757000",0.007384
"15759000","Sogamoso","2010",115564,"201015759000",0.115564
"15761000","Somondoco","2010",4004,"201015761000",0.004004
"15762000","Sora","2010",3007,"201015762000",0.003007
"15763000","Sotaquirá","2010",8344,"201015763000",0.008344
"15764000","Soracá","2010",5640,"201015764000",0.00564
"15774000","Susacón","2010",3390,"201015774000",0.00339
"15776000","Sutamarchán","2010",6033,"201015776000",0.006033
"15778000","Sutatenza","2010",4329,"201015778000",0.004329
"15790000","Tasco","2010",6657,"201015790000",0.006657
"15798000","Tenza","2010",4397,"201015798000",0.004397
"15804000","Tibaná","2010",9463,"201015804000",0.009463
"15806000","Tibasosa","2010",13381,"201015806000",0.013381
"15808000","Tinjacá","2010",3000,"201015808000",0.003
"15810000","Tipacoque","2010",3530,"201015810000",0.00353
"15814000","Toca","2010",10394,"201015814000",0.010394
"15816000","Togüí","2010",5116,"201015816000",0.005116
"15820000","Tópaga","2010",3692,"201015820000",0.003692
"15822000","Tota","2010",5551,"201015822000",0.005551
"15832000","Tununguá","2010",1739,"201015832000",0.001739
"15835000","Turmequé","2010",6881,"201015835000",0.006881
"15837000","Tuta","2010",9353,"201015837000",0.009353
"15839000","Tutazá","2010",2064,"201015839000",0.002064
"15842000","Umbita","2010",10265,"201015842000",0.010265
"15861000","Ventaquemada","2010",14969,"201015861000",0.014969
"15879000","Viracachá","2010",3364,"201015879000",0.003364
"15897000","Zetaquira","2010",4850,"201015897000",0.00485
"17001000","Manizales","2010",388525,"201017001000",0.388525
"17013000","Aguadas","2010",23165,"201017013000",0.023165
"17042000","Anserma","2010",34444,"201017042000",0.034444
"17050000","Aranzazu","2010",12111,"201017050000",0.012111
"17088000","Belalcázar","2010",11367,"201017088000",0.011367
"17174000","Chinchiná","2010",52488,"201017174000",0.052488
"17272000","Filadelfia","2010",11872,"201017272000",0.011872
"17380000","La Dorada","2010",75011,"201017380000",0.075011
"17388000","La Merced","2010",6107,"201017388000",0.006107
"17433000","Manzanares","2010",24167,"201017433000",0.024167
"17442000","Marmato","2010",8782,"201017442000",0.008782
"17444000","Marquetalia","2010",14921,"201017444000",0.014921
"17446000","Marulanda","2010",3443,"201017446000",0.003443
"17486000","Neira","2010",29359,"201017486000",0.029359
"17495000","Norcasia","2010",6640,"201017495000",0.00664
"17513000","Pácora","2010",13472,"201017513000",0.013472
"17524000","Palestina","2010",17921,"201017524000",0.017921
"17541000","Pensilvania","2010",26394,"201017541000",0.026394
"17614000","Riosucio","2010",57935,"201017614000",0.057935
"17616000","Risaralda","2010",10128,"201017616000",0.010128
"17653000","Salamina","2010",18345,"201017653000",0.018345
"17662000","Samaná","2010",25727,"201017662000",0.025727
"17665000","San José","2010",7585,"201017665000",0.007585
"17777000","Supía","2010",25789,"201017777000",0.025789
"17867000","Victoria","2010",8832,"201017867000",0.008832
"17873000","Villamaría","2010",51105,"201017873000",0.051105
"17877000","Viterbo","2010",12727,"201017877000",0.012727
"18001000","Florencia","2010",157450,"201018001000",0.15745
"18029000","Albania","2010",6422,"201018029000",0.006422
"18094000","Belén de Los Andaquies","2010",11282,"201018094000",0.011282
"18150000","Cartagena del Chairá","2010",30942,"201018150000",0.030942
"18205000","Curillo","2010",11400,"201018205000",0.0114
"18247000","El Doncello","2010",21872,"201018247000",0.021872
"18256000","El Paujil","2010",18834,"201018256000",0.018834
"18410000","La Montañita","2010",22843,"201018410000",0.022843
"18460000","Milán","2010",11615,"201018460000",0.011615
"18479000","Morelia","2010",3733,"201018479000",0.003733
"18592000","Puerto Rico","2010",32872,"201018592000",0.032872
"18610000","San José del Fragua","2010",14400,"201018610000",0.0144
"18753000","San Vicente del Caguán","2010",62096,"201018753000",0.062096
"18756000","Solano","2010",21445,"201018756000",0.021445
"18785000","Solita","2010",9149,"201018785000",0.009149
"18860000","Valparaíso","2010",11368,"201018860000",0.011368
"19001000","Popayán","2010",265702,"201019001000",0.265702
"19022000","Almaguer","2010",20934,"201019022000",0.020934
"19050000","Argelia","2010",25507,"201019050000",0.025507
"19075000","Balboa","2010",24533,"201019075000",0.024533
"19100000","Bolívar","2010",44181,"201019100000",0.044181
"19110000","Buenos Aires","2010",29392,"201019110000",0.029392
"19130000","Cajibío","2010",35988,"201019130000",0.035988
"19137000","Caldono","2010",31886,"201019137000",0.031886
"19142000","Caloto(1)(3)","2010",17467,"201019142000",0.017467
"19212000","Corinto","2010",29956,"201019212000",0.029956
"19256000","El Tambo","2010",46718,"201019256000",0.046718
"19290000","Florencia","2010",6073,"201019290000",0.006073
"19300000","Guachené (1)","2010",19619,"201019300000",0.019619
"19318000","Guapi","2010",29262,"201019318000",0.029262
"19355000","Inzá","2010",28711,"201019355000",0.028711
"19364000","Jambaló","2010",15946,"201019364000",0.015946
"19392000","La Sierra","2010",10745,"201019392000",0.010745
"19397000","La Vega","2010",42444,"201019397000",0.042444
"19418000","López","2010",19752,"201019418000",0.019752
"19450000","Mercaderes","2010",17862,"201019450000",0.017862
"19455000","Miranda","2010",36237,"201019455000",0.036237
"19473000","Morales","2010",25062,"201019473000",0.025062
"19513000","Padilla","2010",8096,"201019513000",0.008096
"19517000","Paez","2010",33214,"201019517000",0.033214
"19532000","Patía","2010",34579,"201019532000",0.034579
"19533000","Piamonte","2010",7185,"201019533000",0.007185
"19548000","Piendamó","2010",39088,"201019548000",0.039088
"19573000","Puerto Tejada","2010",44934,"201019573000",0.044934
"19585000","Puracé","2010",15163,"201019585000",0.015163
"19622000","Rosas","2010",12902,"201019622000",0.012902
"19693000","San Sebastián","2010",13330,"201019693000",0.01333
"19698000","Santander de Quilichao","2010",86502,"201019698000",0.086502
"19701000","Santa Rosa","2010",9983,"201019701000",0.009983
"19743000","Silvia","2010",31462,"201019743000",0.031462
"19760000","Sotara","2010",16264,"201019760000",0.016264
"19780000","Suárez","2010",18901,"201019780000",0.018901
"19785000","Sucre","2010",8901,"201019785000",0.008901
"19807000","Timbío","2010",31818,"201019807000",0.031818
"19809000","Timbiquí","2010",21107,"201019809000",0.021107
"19821000","Toribio","2010",27672,"201019821000",0.027672
"19824000","Totoró","2010",18690,"201019824000",0.01869
"19845000","Villa Rica","2010",15215,"201019845000",0.015215
"20001000","Valledupar","2010",403414,"201020001000",0.403414
"20011000","Aguachica","2010",87821,"201020011000",0.087821
"20013000","Agustín Codazzi","2010",52542,"201020013000",0.052542
"20032000","Astrea","2010",18817,"201020032000",0.018817
"20045000","Becerril","2010",13736,"201020045000",0.013736
"20060000","Bosconia","2010",34099,"201020060000",0.034099
"20175000","Chimichagua","2010",30901,"201020175000",0.030901
"20178000","Chiriguaná","2010",20945,"201020178000",0.020945
"20228000","Curumaní","2010",26010,"201020228000",0.02601
"20238000","El Copey","2010",25816,"201020238000",0.025816
"20250000","El Paso","2010",21884,"201020250000",0.021884
"20295000","Gamarra","2010",15551,"201020295000",0.015551
"20310000","González","2010",8062,"201020310000",0.008062
"20383000","La Gloria","2010",13760,"201020383000",0.01376
"20400000","La Jagua de Ibirico","2010",22163,"201020400000",0.022163
"20443000","Manaure","2010",12873,"201020443000",0.012873
"20517000","Pailitas","2010",16582,"201020517000",0.016582
"20550000","Pelaya","2010",17253,"201020550000",0.017253
"20570000","Pueblo Bello","2010",19650,"201020570000",0.01965
"20614000","Río de Oro","2010",14245,"201020614000",0.014245
"20621000","La Paz","2010",22438,"201020621000",0.022438
"20710000","San Alberto","2010",22285,"201020710000",0.022285
"20750000","San Diego","2010",13605,"201020750000",0.013605
"20770000","San Martín","2010",17980,"201020770000",0.01798
"20787000","Tamalameque","2010",13988,"201020787000",0.013988
"23001000","Montería","2010",409476,"201023001000",0.409476
"23068000","Ayapel","2010",46525,"201023068000",0.046525
"23079000","Buenavista","2010",20259,"201023079000",0.020259
"23090000","Canalete","2010",19247,"201023090000",0.019247
"23162000","Cereté","2010",87681,"201023162000",0.087681
"23168000","Chimá","2010",14326,"201023168000",0.014326
"23182000","Chinú","2010",45691,"201023182000",0.045691
"23189000","Ciénaga de Oro","2010",58394,"201023189000",0.058394
"23300000","Cotorra","2010",15263,"201023300000",0.015263
"23350000","La Apartada","2010",13890,"201023350000",0.01389
"23417000","Lorica","2010",114145,"201023417000",0.114145
"23419000","Los Córdobas","2010",20539,"201023419000",0.020539
"23464000","Momil","2010",14333,"201023464000",0.014333
"23466000","Montelíbano(1)(3)","2010",72565,"201023466000",0.072565
"23500000","Moñitos","2010",25386,"201023500000",0.025386
"23555000","Planeta Rica","2010",64353,"201023555000",0.064353
"23570000","Pueblo Nuevo","2010",34831,"201023570000",0.034831
"23574000","Puerto Escondido","2010",25120,"201023574000",0.02512
"23580000","Puerto Libertador","2010",40584,"201023580000",0.040584
"23586000","Purísima","2010",14853,"201023586000",0.014853
"23660000","Sahagún","2010",88701,"201023660000",0.088701
"23670000","San Andrés Sotavento (1) (3)","2010",37492,"201023670000",0.037492
"23672000","San Antero","2010",28591,"201023672000",0.028591
"23675000","San Bernardo del Viento","2010",32967,"201023675000",0.032967
"23678000","San Carlos","2010",25285,"201023678000",0.025285
"23682000","San José de Uré(1)","2010",10245,"201023682000",0.010245
"23686000","San Pelayo","2010",41323,"201023686000",0.041323
"23807000","Tierralta","2010",88582,"201023807000",0.088582
"23815000","Tuchín (1)","2010",33684,"201023815000",0.033684
"23855000","Valencia","2010",38387,"201023855000",0.038387
"25001000","Agua de Dios","2010",11419,"201025001000",0.011419
"25019000","Albán","2010",5954,"201025019000",0.005954
"25035000","Anapoima","2010",12354,"201025035000",0.012354
"25040000","Anolaima","2010",12785,"201025040000",0.012785
"25053000","Arbeláez","2010",12055,"201025053000",0.012055
"25086000","Beltrán","2010",2065,"201025086000",0.002065
"25095000","Bituima","2010",2587,"201025095000",0.002587
"25099000","Bojacá","2010",10168,"201025099000",0.010168
"25120000","Cabrera","2010",4598,"201025120000",0.004598
"25123000","Cachipay","2010",9927,"201025123000",0.009927
"25126000","Cajicá","2010",51100,"201025126000",0.0511
"25148000","Caparrapí","2010",16601,"201025148000",0.016601
"25151000","Caqueza","2010",16698,"201025151000",0.016698
"25154000","Carmen de Carupa","2010",8754,"201025154000",0.008754
"25168000","Chaguaní","2010",4021,"201025168000",0.004021
"25175000","Chía","2010",111998,"201025175000",0.111998
"25178000","Chipaque","2010",8398,"201025178000",0.008398
"25181000","Choachí","2010",10970,"201025181000",0.01097
"25183000","Chocontá","2010",22222,"201025183000",0.022222
"25200000","Cogua","2010",20274,"201025200000",0.020274
"25214000","Cota","2010",22371,"201025214000",0.022371
"25224000","Cucunubá","2010",7258,"201025224000",0.007258
"25245000","El Colegio","2010",21196,"201025245000",0.021196
"25258000","El Peñón","2010",4882,"201025258000",0.004882
"25260000","El Rosal","2010",15357,"201025260000",0.015357
"25269000","Facatativá","2010",119849,"201025269000",0.119849
"25279000","Fomeque","2010",12165,"201025279000",0.012165
"25281000","Fosca","2010",7046,"201025281000",0.007046
"25286000","Funza","2010",68397,"201025286000",0.068397
"25288000","Fúquene","2010",5388,"201025288000",0.005388
"25290000","Fusagasugá","2010",121535,"201025290000",0.121535
"25293000","Gachala","2010",5803,"201025293000",0.005803
"25295000","Gachancipá","2010",12584,"201025295000",0.012584
"25297000","Gachetá","2010",10733,"201025297000",0.010733
"25299000","Gama","2010",3926,"201025299000",0.003926
"25307000","Girardot","2010",101792,"201025307000",0.101792
"25312000","Granada","2010",7747,"201025312000",0.007747
"25317000","Guachetá","2010",11450,"201025317000",0.01145
"25320000","Guaduas","2010",35018,"201025320000",0.035018
"25322000","Guasca","2010",13566,"201025322000",0.013566
"25324000","Guataquí","2010",2549,"201025324000",0.002549
"25326000","Guatavita","2010",6789,"201025326000",0.006789
"25328000","Guayabal de Siquima","2010",3629,"201025328000",0.003629
"25335000","Guayabetal","2010",4854,"201025335000",0.004854
"25339000","Gutiérrez","2010",3768,"201025339000",0.003768
"25368000","Jerusalén","2010",2699,"201025368000",0.002699
"25372000","Junín","2010",8489,"201025372000",0.008489
"25377000","La Calera","2010",25688,"201025377000",0.025688
"25386000","La Mesa","2010",29139,"201025386000",0.029139
"25394000","La Palma","2010",10305,"201025394000",0.010305
"25398000","La Peña","2010",7006,"201025398000",0.007006
"25402000","La Vega","2010",13766,"201025402000",0.013766
"25407000","Lenguazaque","2010",10015,"201025407000",0.010015
